"newsgroup","id","post_txt"
"talk.politics.mideast",76488,"Oh, why do you expose your ignorance?  The US has been running on debt for  the past four generations and has still financed what it pleases. And after the Gulf War, Israel could do whatever it wanted after not decimating Iraq after the Scud attacks.  It was encouraged, but by no means forced, to negotiate. Mr. Baker, to address all of your points would be impossible, but in a  nutshell, it is hypocritical for you to attack Israel's presence in Lebanon without attacking Syria.  Syrian occupation has been hostile, and amounts to annexation.  Israel's is clearly defensive.  If it  were not defensive, you would see all of Lebanon occupied, and governed by Israel.  But that is not what Israel wants. Pete"
"talk.politics.mideast",76489,"Before getting excited and implying that I am posting fabrications, I would suggest the readers to consult the newspaper in question.  Tahnks, Elias"
"talk.politics.mideast",76490,"From: Center for Policy Research <cpr> Subject: Unconventional peace proposal A unconventional proposal for peace in the Middle-East."
"talk.politics.mideast",76491,"You are such a LOSER!!!! System: fourd.com                                Phone: 617-494-0565 Cute quote:  Being a computer means never having to say you're sorry"
"talk.politics.mideast",76492,"Hey Serdar,            What are you retarded? System: fourd.com                                Phone: 617-494-0565 Cute quote:  Being a computer means never having to say you're sorry"
"talk.politics.mideast",76493,"What an anal retentive you are wimp. System: fourd.com                                Phone: 617-494-0565 Cute quote:  Being a computer means never having to say you're sorry"
"talk.politics.mideast",76494,"I have not seen but I guess would not liked it - to me he  represents the worst of both American and Israeli politics"
"talk.politics.mideast",76495,"Let me clearify Mr. Turkish; ARMENIA is NOT getting ""itchy"". SHE is simply LETTING the WORLD KNOW that SHE WILL NO  LONGER sit there QUIET and LET TURKS get away with their FAMOUS  tricks. Armenians DO REMEMBER of the TURKISH invasion of the Greek island of CYPRESS WHILE the world simply WATCHED. "
"talk.politics.mideast",76496,"Hey Serdar,            What nationality are you anyway? You are the supreme geek of geekdom of the usenet. You are laeding a totally useless and futile life on your computer Mr. Wimpy. You are the epitamy of a coward.I can predict that you will spend the rest of your useless, wastefull and pitifull life on the Usenet.  What a wasted life.   System: fourd.com                                Phone: 617-494-0565 Cute quote:  Being a computer means never having to say you're sorry"
"talk.politics.mideast",76497,"     Accounts of Anti-Armenian Human Right Violatins in Azerbaijan #009                  Prelude to Current Events in Nagorno-Karabakh DEPOSITION OF ROMAN ALEKSANDROVICH GAMBARIAN    Born 1954    Senior Engineer    Sumgait Automotive Transport Production Association    Resident at Building 17/33B, Apartment 40    Microdistrict No. 3    Sumgait [Azerbaijan] What happened in Sumgait was a great tragedy, an awful tragedy for us, the  Armenian people, and for all of mankind. A genocide of Armenians took place during peacetime. And it was a great tragedy for me personally, because I lost my father in those days. He was still young. Born in 1926. On that day, February 28, we were at home. Of course we had heard that there  was unrest in town, my younger brother Aleksandr had told us about it. But we  didn't think . . . we thought that everything would happen outdoors, that they wouldn't go into people's apartments. About five o'clock we saw a large crowd  near the Kosmos movie theater in our microdistrict. We were sitting at home  watching television. We go out on the balcony and see the crowd pour into Mir  Street. This is right near downtown, next to the airline ticket office, our  house is right nearby. That day there was a group of policeman with shields there. They threw rocks at those policemen. Then they moved off in the  direction of our building. They burned a motorcycle in our courtyard and  started shouting for Armenians to come out of the building. We switched off  the light. As it turns out, their signal was just the opposite: to turn on the light. That meant that it was an Azerbaijani home. We, of course, didn't know  and thought that if they saw lights on they would come to our apartment. Suddenly there's pounding on the door. We go to the door, all four of us: there were four of us in the apartment. Father, Mother, my younger brother Aleksandr, and I. He was born in 1959. My father was a veteran of World War  II and had fought in China and in the Soviet Far East; he was a pilot. We went to the door and they started pounding on it harder, breaking it down  with axes. We start to talk to them in Azerbaijani, ""What's going on? What's  happened?"" They say, ""Armenians, get out of here!"" We don't open the door, we  say, ""If we have to leave, we'll leave, we'll leave tomorrow."" They say, ""No,  leave now, get out of here, Armenian dogs, get out of here!"" By now they've  broken the door both on the lock and the hinge sides. We hold them off as best we can, my father and I on one side, and my mother and brother on the other.  We had prepared ourselves: we had several hammers and an axe in the apartment, and grabbed what we could find to defend ourselves. They broke in the door and when the door gave way, we held it for another half-hour. No neighbors, no police and no one from the city government came to our aid the whole time. We  held the door. They started to smash the door on the lock side, first with an  axe, and then with a crowbar. When the door gave way--they tore it off its hinges--Sasha hit one of them  with the axe. The axe flew out of his hands. They also had axes, crowbars,  pipes, and special rods made from armature shafts. One of them hit my father  in the head. The pressure from the mob was immense. When we retreated into the room, one of them hit my mother, too, in the left part of her face. My brother Sasha and I fought back, of course. Sasha is quite strong and hot-tempered, he was the judo champion of Sumgait. We had hammers in our hands, and we injured  several of the bandits--in the heads and in the eyes, all that went on. But  they, the injured ones, fell back, and others came to take their places, there were many of them. The door fell down at an angle. The mob tried to remove the door, so as to go  into the second room and to continue . . . to finish us off. Father brought  skewers and gave them to Sasha and me--we flew at them when we saw Father  bleeding: his face was covered with blood, he had been wounded in the head,  and his whole face was bloody. We just threw ourselves on them when we saw  that. We threw ourselves at the mob and drove back the ones in the hall, drove them down to the third floor. We came out on the landing, but a group of the  bandits remained in one of the rooms they were smashing all the furniture in  there, having closed the door behind them. We started tearing the door off to  chase away the remaining ones or finish them. Then a man, an imposing man of  about 40, an Azerbaijani, came in. When he was coming in, Father fell down and Mother flew to him, and started to cry out. I jumped out onto the balcony and  started calling an ambulance, but then the mob started throwing stones through the windows of our veranda and kitchen. We live on the fourth floor. And no  one came. I went into the room. It seemed to me that this man was the leader  of the group. He was respectably dressed in a hat and a trench coat with a  fur collar. And he addressed my mother in Azerbaijani: ""What's with you,  woman, why are you shouting? What happened? Why are you shouting like that?"" She says, ""What do you mean, what happened? You killed somebody!"" My father  was a musician, he played the clarinet, he played at many weddings, Armenian  and Azerbaijani, he played for many years. Everyone knew him. Mother says,  ""The person who you killed played at thousands of Azerbaijani weddings, he  brought so much joy to people, and you killed that person."" He says, ""You  don't need to shout, stop shouting."" And when they heard the voice of this  man, the 15 to 18 people who were in the other room opened the door and  started running out. We chased after them, but they ran away. That man left,  too. As we were later told, downstairs one of them told the others, I don't  know if it was from fright or what, told them that we had firearms, even though we only fought with hammers and an axe. We raced to Father and started  to massage his heart, but it was already too late. We asked the neighbors to  call an ambulance. The ambulance never came, although we waited for it all  evening and all through the night. Somewhere around midnight about 15 policemen came. They informed us they were  from Khachmas. They said, ""We heard that a group was here at your place, you  have our condolences."" They told us not to touch anything and left. Father lay in the room. So we stayed home. Each of us took a hammer and a knife. We sat at home. Well, we say, if they descend on us again we'll defend ourselves. Somewhere around  one o'clock in the morning two people came from the Sumgait Procuracy,  investigators. They say, ""Leave everything just how it is, we're coming back  here soon and will bring an expert who will record and photograph everything."" Then people came from the Republic Procuracy too, but no one helped us take  Father away. The morning came and the neighbors arrived. We wanted to take  Father away somehow. We called the Procuracy and the police a couple of times, but no one came. We called an ambulance, and nobody came. Then one of the  neighbors said that the bandits were coming to our place again and we should  hide. We secured the door somehow or other. We left Father in the room and  went up to the neighbor's. The excesses began again in the morning. The bandits came in several vehicles, ZIL panel trucks, and threw themselves out of the vehicles like . . . a  landing force near the center of town. Our building was located right there. A crowd formed. Then they started fighting with the soldiers. Then, in Buildings 19 and 20, that's next to the airline ticket office, they started breaking  into Armenian apartments, destroying property, and stealing. The Armenians  weren't at home, they had managed to flee and hide somewhere. And again they  poured in the direction of our building. They were shouting that there were  some Armenians left on the fourth floor, meaning us. ""They're up there, still, up there. Let's go kill them!"" They broke up all the furniture remaining in  the two rooms, threw it outside, and burned it in large fires. We were hiding  one floor up. Something heavy fell. Sasha threw himself toward the door  shouting that it was probably Father, they had thrown Father, were defiling  the corpse, probably throwing it in the fire, going to burn it. I heard it,  and the sound was kind of hollow, and I said, ""No, that's from some of the  furniture."" Mother and I pounced on Sasha and stopped him somehow, and calmed  him down. The mob left somewhere around eight o'clock. They smashed open the door and  went into the apartment of the neighbors across from us. They were also Armenians, they had left for another city. The father of the neighbor who was concealing us came and said, ""Are you  crazy? Why are you hiding Armenians? Don't you now they're checking all the  apartments? They could kill you and them!"" And to us :"" . . . Come on, leave  this apartment!"" We went down to the third floor, to some other neighbors'. At first the man didn't want to let us in, but then one of his sons asked him and he relented. We stayed there until eleven o'clock at night. We heard the sound of motors. The neighbors said that it was armored personnel carriers. We went  downstairs. There was a light on in the room where we left Father. In the  other rooms, as we found out later, all the chandeliers had been torn down.  They left only one bulb. The bulb was burning, which probably was a signal  they had agreed on because there was a light burning in every apartment in our Microdistrict 3 where there had been a pogrom. With the help of the soldiers we made it to the City Party Committee and were  saved. Our salvation--my mother's, my brother's, and mine,--was purely  accidental, because, as we later found out from the neighbors, someone in the  crowd shouted that we had firearms up there. Well, we fought, but we were only able to save Mother. We couldn't save Father. We inflicted many injuries on  the bandits, some of them serious. But others came to take their places. We  were also wounded, there was blood, and we were scratched all over--we got our share. It was a miracle we survived. We were saved by a miracle and the  troops. And if troops hadn't come to Sumgait, the slaughter would have been  even greater: probably all the Armenians would have been victims of the  genocide. Through an acquaintance at the City Party Committee I was able to contact the  leadership of the military unit that was brought into the city, and at their  orders we were assigned special people to accompany us, experts. We went to ' pick up Father's corpse. We took it to the morgue. This was about two o'clock  in the morning, it was already March 1, it was raining very hard and it was  quite cold, and we were wearing only our suits. When my brother and I carried  Father into the morgue we saw the burned and disfigured corpses. There were  about six burned people in there, and the small corpse of a burned child. It  was gruesome. I suffered a tremendous shock. There were about ten people  there, but the doctor on duty said that because of the numbers they were being taken to Baku. There was a woman's corpse there too, she had been . . . well,  there was part of a body there . . . a hacked-off part of a woman's body. It  was something terrible. The morgue was guarded by the landing force . . . The  child that had been killed was only ten or twelve years old. It was impossible to tell if it was a boy or a girl because the corpse was burned. There was a  man there, too, several men. You couldn't tell anything because their faces  were disfigured, they were in such awful condition... Now two and a half months have passed. Every day I recall with horror what  happened in the city of Sumgait. Every day: my father, and the death of my  father, and how we fought, and the people's sorrow, and especially the morgue. I still want to say that 70 years have passed since Soviet power was established, and up to the very last minute we could not conceive of what  happened  in Sumgait. It will go down in history. I'm particularly surprised that the mob wasn't even afraid of the troops. They even fought the soldiers. Many soldiers were wounded. The mob threw fuel  mixtures onto the armored personnel carriers, setting them on fire. They  weren't afraid. They were so sure of their impunity that they attacked our  troops. I saw the clashes on February 29 near the airline ticket office, right across from our building. And that mob was fighting with the soldiers. The  inhabitants of some of the buildings, also Azerbaijanis, threw rocks at the  soldiers from windows, balconies, even cinder blocks and glass tanks. They  weren't afraid of them. I say they were sure of their impunity. When we were  at the neighbors' and when they were robbing homes near the airline ticket  office I called the police at number 3-20-02 and said that they were robbing  Armenian apartments and burning homes. And they told me that they knew that  they were being burned. During those days no one from the police department  came to anyone's aid. No one came to help us, either, to our home, even though perhaps they could have come and saved us. As we later found out the mob was given free vodka and drugs, near the bus  station. Rocks were distributed in all parts of town to be thrown and used in  fighting. So I think all of it was arranged in advance. They even knew in  which buildings and apartments the Armenians lived, on which floors--they had lists, the bandits. You can tell that the ""operation"" was  planned in advance. Thanks, of course, to our troops, to the country's leadership, and to the leadership of the Ministry of Defense for helping us, thanks to the Russian people, because the majority of the troops were Russians, and the troops  suffered losses, too. I want to express this gratitude in the name of my  family and in the name of all Armenians, and in the name of all Sumgait Armenians. For coming in time and averting terrible things: worse would have happened if that mob had not been stopped on time. At present an investigation is being conducted on the part of the USSR Procuracy. I want to say that those bandits should receive the severest possible punishment, because if they don't, the tragedy, the genocide, could  happen again. Everyone should see that the most severe punishment is meted out for such deeds. Very many bandits and hardened hooligans took part in the unrest, in the mass  disturbances. The mobs were huge. At present not all of them have been caught, very few of them have been, I think, judging by the newspaper reports. There  were around 80 people near our building alone, that's how many people took  part in the pogrom of our building all in all. They should all receive the most severe punishment so that others see that  retribution awaits those who perform such acts.    May 18, 1988    Yerevan 		     - - - reference - - - [1] _The Sumgait Tragedy; Pogroms against Armenians in Soviet Azerbaijan,     Volume I, Eyewitness Accounts_, edited by Samuel Shahmuradian, forward by     Yelena Bonner, 1990, published by Aristide D. Caratzas, NY, pages 153-157"
"talk.politics.mideast",76498,"This could be accomplished by other criteria.  One must remember that children often bring stress into households. As an alternative, one could consider financial incentives for every sexual act performed by two partners of different ethnic backgrounds.  The plan could be entitled ""PEACE INCOME SEXUAL SECURITY"", or PISS for short. Every time an Israeli gets screwed by a Palestinian or visa versa, they would be eligible for income. In keeping with the spirit of the times, condoms would be a tax deductible expense.  This policy does not discriminate on a gender basis nor would it apply to domestic animals of either nationality. Joint Palestinan-Israeli teams would be obligated to ensure that all acts were voluntary and promptly rewarded. The teams of Palestinian-Israel Morals Patrols, or PIMPS, would receive a percentage of the financial income in order to encourage their participation and add to their incentive in locating suitable candidates. Shouldn't that be insemination?"
"talk.politics.mideast",76499,"Why do you title this ""News you will miss"" ? There have been at least three front-page stories on it in the L.A. Times. I wouldn't exactly call that a media cover-up. ___Samuel___ Mossad Special Agent ID314159 Media Spiking & Mind Control Division Los Angeles Offices"
"talk.politics.mideast",76500,"True, but maybe not the worst possible - see Algeria.   This was true (and I may add the adjective ""stupid"") until the Intifada. Since then, no serious Israeli leader (including Shamir) really thinks the the occupied territories worth the trouble. The only question became the question of price and other quantitative detail. The best thing the  Palestinians can do for themselves these days is to stop the Intifada and try to live as normally as possible (I know, it's hard under occupation). Otherwise people might think that five years of stone throwing (as justified as it may be) has caused the Palestinians an irreversible damage that  prevents them from running a normal state when the time comes. Currently  it serves no purpose and it's just a waste of human life and economic resources.  "
"talk.politics.mideast",76501,"I took your advice and ordered a copy of the Washinton Report.  I heartily recommend it to all pro-Israel types for the following  reasons: 1.  It is an excellent absorber of excrement.  I use it to line     the bottom of my parakeet's  cage.  A negative side effect is     that my bird now has a somewhat warped view of the mideast. 2.  It makes a great April Fool's joke, i.e., give it to someone     who knows nothing about the middle east and then say ""April     Fools"". Anyway, I plan to call them up every month just to keep getting those free sample magazines (you know how cheap we Jews are). BTW, when you call them, tell 'em barf sent you. Just Kidding, Ben."
"talk.politics.mideast",76502,"In <1993Apr16.130037.18830@ncsu.edu>, hernlem@chess.ncsu.edu (Brad Hernlem)  wrote: # Tell me Tim, what are these guerillas doing wrong? Assuming that they are using # civilians for cover, are they not killing SOLDIERS in THEIR country? If the # buffer zone is to prevent attacks on Israel, is it not working? Why is it  # further neccessary for Israeli guns to pound Lebanese villages? Why not just # kill those who try to infiltrate the buffer zone? You see, there is more to # the shelling of the villages.... it is called RETALIATION... ""GETTING BACK"" # ...""GETTING EVEN"". It doesn't make sense to shell the villages. The least # it shows is a reckless disregard by the Israeli government for the lives of # civilians.   Please clarify your standards for rules of engagement.  As I   understand it, Israelis are at all times and under all   circumstances fair targets.  Their opponents are legitimate   targets only when Mirandized, or some such?   I'm sure that this makes perfect sense if you grant *a*priori*   that Israelis are the Black Hats, and that therefore killing   them is automatically a Good Thing (Go Hezbollah!).  The   corollary is that the Hezbollah are the White Hats, and that   whatever they do is a Good Thing, and the Israelis only prove   themselves to be Bad Guys by attacking them.   This sounds suspiciously like a hockey fan I know, who cheers   when one of the players on His Team uses his stick to permanently   rearrange an opponent's face, and curses the ref for penalizing   His Side.  Of course, when it's different when the roles are   reversed."
"talk.politics.mideast",76503,"The problem if  transffering US government files about Yigal Arens and some other similar persons does or does not violate a federal or a local American law seemed to belong to some local american law forum  not to this forum. The readers of this forum seemed to be more interested in the contents of those files. So It will be nice if Yigal will tell us: 1. Why do American authorities consider Yigal Arens to be dangerous? 2. Why does the ADL have an interest in that person ? 3. If one does trust either the US government or the ADL what an    additional information should he send them ? Gideon Ehrlich"
"talk.politics.mideast",76504,"I see that our retarded translator, David, is still writing things that don't make sense. Hey David I can see where you are.. May be one day, We will have the chance to talk deeply about that freedom of speach of yours.. And you now, killing or torture, these things are only easy ways out.. I have different plans for you and all empty headeds like  you... Lets get serious, DAVE, don't ever write bad things about Turkish people or especially Cyprus.. If I hear a word from you again that I consider to be a curse to my people I will retalliate... Muccccukkk.. TIMUCIN."
"talk.politics.mideast",76505,"I have one word for you LOSER!!!! System: fourd.com                                Phone: 617-494-0565 Cute quote:  Being a computer means never having to say you're sorry"
"talk.politics.mideast",76506,"Your suggestion to learn something about ""the perversion of Judaism"" from someone you claim has experience in Israeli intelligence and the PLO is like a suggestion to learn something about the conspiracy of Sesame Street from someone with experience in fashion design and pizza-making.  ""Judeo-Nazism""?  CPR, you're in a league with Barf Shmidling himself. You can take that as a compliment, if you see it that way."
"talk.politics.mideast",76507,"I believe that CPR is himself such a ""house Jew""."
"talk.politics.mideast",76508,"It is more appropriate to address netters with their names as they appear in their signatures (I failed to do so since you did not bother to sign your posting). Not only because it is the polite thing to do, but also to avoid addressing ladies with ""Mr."", as you have done. Secondly, the island of which the name is more correctly spelled as Cyprus has never been Greek, but rather, it has been home to a bi-communal society formed of Greeks and Turks. It seems that you know as little about the history and the demography of the island, as you know about the essence of Turkey's  military intervention to it under international agreements. Be that as it may, an analogy between an act of occupation in history and what is going on today on Azerbaijani land, can only be drawn with the expansionist policy that Armenia is now pursuing. But, I could agree that it is not for us to issue diagnoses to the political conduct of countries, and promulgate them in such terminology as ""itchy-bitchy""...  Onur Yalcin"
"talk.politics.mideast",76509,"Probably not--he's just singing someone else's opera. He's good, too; perhaps he should get ""The Best Supporting Singer..."" I can give you a Q/A account that is well documented (just go back and reread some of the articles that appeared after this ""joke""): Q: How many antisemites does it take to come up with another anti-Israeli    provocation on the net? A: Just one. He'll fabricate a lie, and many more will applaud I would much prefer if Mr. Steel would refrain from this kind of jokes in the  future. They're not just offensive. They also have a very negative effect on  the state of things between Jews and Arabs. So thanks for nothing, clown! Mike."
"talk.politics.mideast",76510,"there you go the greeks have been trying for over a year, even though mr. mitsotakis was threatening the EC that if Macedonia was recognized that the honourable papandreou would be back... well i guess the europeans pulled the plug eh ..? theis is just one other example about the corruptness and the ""perversity"" of greek foreign policy objectives... pity to those who have to live under the greek flag with ""these"" political decision-makers... MORE RECOGNITION FOR MACEDONIA.  Belgium, Germany, and Italy joined Denmark on 15 April in recognizing the Republic of Macedonia, AFP reports.  Each is an EC member state. Greece, which has blocked EC recognition of Macedonia, noted that such recognition ""does not facilitate"" negotiations between Athens and Skopje now underway in New York.  Duncan Perry, RFE/RL, Inc. the day will come when reuters will write ""despite lengthy negotiations and numerous attempts to reunite the island THE TURKISH REPUBLIC OF NORTHERN CYPRUS "" was recognized by... your humble servant kubilay"
"talk.politics.mideast",76511,"If the attack was justified or not is at least debatable. But this is not the issue. The issue is that you were cheering DEATH. Read again your original article. You find Israeli government responsible for those dead soldiers, that's a reasonable (debatable) point, but feel satisfaction from dead bodies is  NOT REASONABLE  by any standards. No matter how you try to justify it. I may understand your frustration against israeli occupation in S Lebanon. But no matter what you say, I can not understand your satisfaction for dead bodies. I have a question for you. Let's assume a bosnian village, inhabited by serbs untill a few (10-20) years ago, and later taken over by bosnian muslims (the means are not very peaceful). Now, do you enjoy serbs coming and killing all (armed) bosnian muslims ? I would not enjoy, but I would not enjoy ANY dead bodies -  israelis, lebanese or bosnians. Dorin"
"talk.politics.mideast",76512,"There is no known writing directly attributable to Menachem Begin which admits a massacre at Deir Yassin.  Thus, Hasan is wrong. The word ""troops"" is unjustified.  There has never been any evidence that there were any regular or irregular Arab forces in the village apart from the villagers defending themselves.  According to the Haganah observer Pa'il, the Irgun/Lehi forces suffered a lot of casualties because they were incompetent soldiers.  When they ran into trouble securing the central part of the village, a small group  of Palmach soldiers came and took it without a single casualty. Begin's failure to even mention the Palmach is only one of the major inaccuracies (to use a kind word) in his account. Incidentally, ""three times as heavy"" may be correct, as there is serious evidence that the Arab loss was closer to 120 lives than to the oft-quoted 250 lives.  However, note that Begin compares wounded Jews to dead Arabs.  He fails to mention the number of wounded Arabs.  Guess why. As is thoroughly established by many sources, the loudspeaker truck got stuck in a ditch too far from the village for it to provide a usueful warning. It is worth noting how Begin disputes the standard myth that the Palestinian Arabs fled as part of a calculated plan. Apparently 90% of Israeli historians are Jew-haters. I have previously posted quotations by Irgun participants that totally destroys Begin's whitewash.  I have no particular desire to post it yet again. Brendan. (normally bdm@cs.anu.edu.au)"
"talk.politics.mideast",76513,"	There is something almost comical in the fact that Yigal Arens is  important enough to have the ADL and G-d knows who else sifting through his  garbage (which happens to be legal; you throw it out, it ain't yours any more). 	This brings to mind a few possibilities other than the ADL connection: 	- it is all in Arens' mind. 	- Bullock may have been working for Arens' friend in the PLO 	- Arens' father (or is it brother?) Moshe Arens (former Israeli Defense  Minister) was spying on him. 	- Arens hired Bullock to spy on him to get attention. 	In any case, who cares? 					Robert Siegfried 					Computer Science Dept. 					Saint Peter's College 					Jersey City, NJ  07306 					siegfried_r@spcvxa.spc.edu"
"talk.politics.mideast",76514,"(Amir Y Rosenblatt) writes Amir:  Why would you categorize the sale of land as shafting? was it because it was sold to Jews? was it fair to assume that the  fallahin would be mistreated by the jews? is this the norm of  any commerce (read shafting) between arabs and  jews?  Your claim that the Lebanese/Syrian Landlords sold Palestine (if true, even partially) omits the fact that the mandate treaty put Lebanon and Syria under French rule, while Palestine under british.  Obiviously, any such landlord would have found himself a foreigner in Palestine and would be motivated to sell, regardless of the price. It is interesting though that you acknowledge that the palestinians were shafted. Do many Israelis or Jews share your opinion ?  Do you  absolve the purchaser from any ethical commitments just because it wasn't written down?  All told, I did not see an answer in your response. The question was whether the intent behind the purchase was aimed at controlling the public assets (land, infra-structure etc...). IMHO the Palestinians have grounds to contest the legality of the purchase, say in world court. Sam         My opinions are my own and no one else's"
"talk.politics.mideast",76515,"Now we have strong evidence of where the CPR really stands. Unbelievable and disgusting.  It only proves that we must never forget... Not so unconventional.  Eugenic solutions to the Jewish Problem have been suggested by Northern Europeans in the past.   Eugenics: a science that deals with the improvement (as by   control of human mating) of hereditory qualities of race   or breed.  -- Webster's Ninth Collegiate Dictionary. This is nothing more than Feisal Husseini's statement that the Zionist entity must be disolved by forcing it to ""engage"" the surrounding ""normal"" Arab society. ""a strong mixed stock"", ""integration of Israeli society into the Middle East in a graceful manner,"" these are the phrases of Nazi racial engineering pure and simple.  As if Israeli society has no right to exist per se! ""the continued existance of a specific Jewish People overrides any other consideration, be it human love, peace of human rights.""  Disolve the Jewish People and protect human values such as love and peace; yes ve have heard this before Her Himmler. Notice how the source of the problem seems to be accruing to the Jews in this analysis.  Ya, Der Spiegal ist a gut sourcen... Nice attempt to mix in a slam against U.S. aid to Israel. Critical comment: you can take the Nazi flag and Holocaust photos off of your bedroom wall, Elias; you'll never succeed."
"talk.politics.mideast",76516,"Of all the stupid postings you've brought here recently, it is illuminating that you chose to put your own name on perhaps the stupidest of them. Does this mean that you are calling for the dismantling of the Arab states?  Apparently, your answer is yes. Attempts to solve these problem by traditional military means and non-traditional terrorist means has also failed.  But that won't stop them from trying again.  After all, it IS a Holy War, you know....  ""No just solution possible.""  How very encouraging. You mean that it gets even funnier? No, the Fund should be financed by the Center for Policy Research.  It IS a major organization, isn't it?  Isn't it? Yeah, just like marriages among Arabs has strengthened their societies.  The world could do with a bit less Middle Eastern ""grace"". Boy, you're a one-man band.  Listen, if you'd like to Followup on your own postings and debate with yourself, just tell us and we'll leave you alone."
"talk.politics.mideast",76517,"henrik] Let me clearify Mr. Turkish; henrik] ARMENIA is NOT getting ""itchy"". SHE is simply LETTING the WORLD KNOW  henrik] that SHE WILL NO  LONGER sit there QUIET and LET TURKS get away with  henrik] their FAMOUS tricks. Armenians DO REMEMBER of the TURKISH invasion  henrik] of the Greek island of CYPRESS WHILE the world simply WATCHED.  Onur Yalcin] It is more appropriate to address netters with their names as  Onur Yalcin] they appear in their signatures (I failed to do so since you did  Onur Yalcin] not bother to sign your posting). Not only because it is the  Onur Yalcin] polite thing to do, but also to avoid addressing ladies with  Onur Yalcin] ""Mr."", as you have done. 	Fine. Please, accept my opology ! Onur Yalcin] Secondly, the island of which the name is more correctly spelled  Onur Yalcin] as Cyprus has never been Greek, but rather, it has been home to  Onur Yalcin] a bi-communal society formed of Greeks and Turks. It seems that  Onur Yalcin] you know as little about the history and the demography of the  Onur Yalcin] island, as you know about the essence of Turkey's  Onur Yalcin] military intervention to it under international agreements. 	bi-communal society ? Then why DID NOT Greece INVADE CYPRUS ?  Onur Yalcin] Be that as it may, an analogy between an act of occupation in  Onur Yalcin] history and what is going on today on Azerbaijani land, can only  Onur Yalcin] be drawn with the expansionist policy that Armenia is now pursuing. 	Buch of CRAP and you know it. Nagarno-Karabagh has ALWAYS been PART          of ARMENIA and it was STALIN who GAVE IT to the AZERIS. Go back and         review the HISTORY.   	The Armenians in Nagarno-Karabagh are simply DEFENDING their RIGHTS         to keep their homeland and it is the AZERIS that are INVADING their          teritory. Onur Yalcin] But, I could agree that it is not for us to issue diagnoses to  Onur Yalcin] the political conduct of countries, and promulgate them in such  Onur Yalcin] terminology as ""itchy-bitchy""...         I was not the one that STATED IT.         However, I hope that the Armenians WILL force a TURKISH airplane         to LAND for purposes of SEARCHING for ARMS similar to the one        that happened last SUMMER. Turkey searched an AMERICAN plane        (carrying humanitarian aid) bound to ARMENIA."
"talk.politics.mideast",76518,"Thank you, Brad/Ali, for warning us about the dangers of propaganda. It's funny, though, coming from you. Who is it that executes these ""pin-point attacks"" on Israelis?  The guys in the white hats or the ones in the black hats?  Neither?  You mean that they are just civilians, farmers, teachers, school children? Well, maybe they ARE terrorists, after all?  And maybe that ""propaganda"" was correct, too?  Hmm?"
"talk.politics.mideast",76520,"I don't like this comment about ""Typical"" thinking. You could state your interpretation of Exodus without it. As I read Exodus I can see  a lot of killing there, which is painted by the author of the bible in ideological/religious colors. The history in the desert can be seen as an ethos of any nomadic people occupying a land. That's why I think it is a great book with which descendants Arabs, Turks and Mongols can  unify as well."
"talk.politics.mideast",76521,"I would hope that if you intend to have a reasonable discussion you might wait until I express an opinion before deciding I should be flamed for it. As for 'war' I am not sure how I would define it. If you just look at attacks on villages then there is no way of deciding when it started. Would you count the riots in the 20's and 30's? Violence but not war. I personally think that 'war', as opposed to civil disturbance or whatever, requires organisation, planning and some measure of regualr or semi-regular forces. Perhaps the Arab Liberation Army counts. I could easily be convinced it was so. From what I know they did not have a great deal of planning let alone organisation. The Haganah and Palmach certainly did. That is not a cause for criticism, it merely reflects the great organisation generally in the 'Zionist' camp. Now you are being silly aren't you? In any case the war did NOT start with the invasion of the Arab Armies. You see we both agree on something. And the previous posters were wrong, no? Again I am not sure, I doubt you want my opinion anyway, but I think war requires organisation as I said before. It needs a group to command and plan. If Fatah lauches rockets from Southern Lebanon (and are you sure you have the right group - not the Moslems again?) then that sounds like war to me. Stone throwing does not. Joseph Askew"
"talk.politics.mideast",76522,"Well, you should have noted that I was cheering an attack on an Israeli  patrol INSIDE Lebanese territory while I was condemning the ""retaliatory"" shelling of Lebanese villages by Israeli and Israeli-backed forces. My ""team"", you see, was ""playing fair"" while the opposing team was rearranging the faces of the spectators in my team's viewing stands, so to speak.  I think that you should try to find more sources of news about what goes on in Lebanon and try to see through the propaganda. There are no a priori black and white hats but one sure wonders how the IDF can bombard villages in  retaliation to pin-point attacks on its soldiers in Lebanon and then call the Lebanese terrorists. Brad Hernlem (hernlem@chess.ncsu.EDU)"
